Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Belarus,BLR,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,0.300000011920929,0.200000002980232,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.300000011920929,0.200000002980232,0.5,0.400000005960464,0.5,0.600000023841858,0.699999988079071,0.5,0.600000023841858,0.600000023841858
Belarus,BLR,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,32,31.7,31.2,30.6,30.3,28.8,26.5,27.6,28.3,29.6,27.8,27.7,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,..
Belarus,BLR,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.201261127528,36.4174860599729,37.0256837264748,..,41.1298271274802,48.0750456721691,47.9680540048741,50.8998095377234,72.3849737471815,51.9278435118602,50.484560435472,53.3740233095472,..
Belarus,BLR,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.82576235415468,7.47888728022693,7.16078125156925,..,8.14675155446086,11.0948690250083,12.7564420300671,12.8219524041232,42.1555379162563,13.8061066720411,13.5390961933535,13.9978356507701,..
Belarus,BLR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.085328577589,40.8850369141459,42.3895135052547,..,47.9254706372092,48.687496151917,47.1448030325561,49.6906123078658,49.9879494759897,50.6654789940766,48.9162725309144,47.4754519364206,..
Belarus,BLR,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.9474271689942,58.5518683391892,58.2790971051336,..,57.3047793751996,54.099109212057,55.2386090565848,52.7001990922868,54.081262435566,53.5272670336166,49.0659826467431,47.0745777738804,..
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29429.8242694953,29858.1376109046,30192.4191260746,29785.4254038973,30651.9783756231,31317.2949761928,31669.1977172208,32791.1705906412,33363.1548148589,34466.0427967902,35660.4471631183,35928.7859335054,36378.6088026414,36602.6572986276,37746.0982948807,38410.6015938582,39132.0230600027,40274.0278956294,40135.7056521353,39009.5295629957,39761.931402119,39913.0404870657,39959.500295341,39954.24626596,40405.1681811584,40991.8081381432,41301.4065243889,41808.9455642301,42376.2057610404,43053.788585574,40381.5388193093
Belgium,BEL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,293338212397.457,298715319714.369,303287620523.641,300370377849.968,310063244412.389,317457500204.916,321652545295.04,333854941620.112,340404535481.244,352464194911.908,365564158980.916,369583971520.019,375892343356.801,379794040283.981,393357261546.418,402489982841.63,412762935691.94,427939738210.589,429852323870.317,421166112860.176,433229543117.888,440570677938.919,443827452534.333,445865695460.078,452903833237.191,462149679343.822,468003666521.404,475583361606.516,484235191546.519,494644115983.888,466648941451.321
Belgium,BEL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,7.9991765,8.14988804,8.3182106,9.20823288,9.36721516,9.26114464,9.16102505,9.16611385,9.63002014,10.35455036,10.23324585,10.39208412,10.50650597,10.56133938,10.59411144,10.43065357,10.77319717,10.78312588,10.76469994,10.65604973,..
Belgium,BEL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.54,79.67,79.87,79.9,80.19,80.38,80.66,80.7,80.7,81,81,81.2,81.2,81.1,81.9,81.9,82.3,82.6,82.6,82.8,83,83.3,83.1,83.2,83.9,83.4,84,83.9,83.9,84,..
Belgium,BEL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.73,72.88,73,72.96,73.36,73.47,73.88,74.2,74.4,74.4,74.6,74.9,75.1,75.3,76,76.2,76.6,77.1,76.9,77.4,77.5,78,77.8,78.1,78.8,78.7,79,79.2,79.4,79.6,..
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.0519512195122,76.1921951219512,76.3512195121951,76.3453658536585,76.6917073170732,76.8407317073171,77.1873170731707,77.3707317073171,77.4731707317073,77.619512195122,77.7219512195122,77.9731707317073,78.0756097560976,78.1292682926829,78.8780487804878,78.9804878048781,79.380487804878,79.7829268292683,79.6804878048781,80.0341463414634,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.7463414634146,..
Belgium,BEL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.4,8.1,7.7,7.3,6.8,6.3,5.9,5.5,5.2,5,4.8,4.6,4.4,4.3,4.2,4,4,3.9,3.8,3.7,3.6,3.6,3.5,3.4,3.3,3.3,3.3,3.3,3.4,3.4,3.4
Belgium,BEL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,74.53091431,75.33213043,73.72327423,73.76641846,74.68391418,74.48225403,74.31139374,73.92250061,75.48977661,76.05448914,76.02928925,76.10446167,76.55556488,76.11443329,76.32601166,75.90756226,77.23085785,77.31998444,76.82447815,76.77693176,..
Belgium,BEL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,5.96185923,6.13948441,6.13245678,6.79258394,6.9958024,6.89790821,6.8076849,6.77582026,7.2696805,7.87510061,7.78026438,7.9088397,8.04331493,8.03870392,8.08606339,7.91765547,8.32023335,8.33751106,8.26992512,8.18138885,..
Belgium,BEL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,1378.75934711,1416.19480533,1536.92387855,2086.36026117,2484.4627564,2547.06440179,2644.08949208,3014.66816381,3525.69180973,3539.14730907,3455.36397029,3762.45015067,3603.06502786,3765.966924,3871.98092762,3257.5652961,3501.82486906,3692.65746232,3944.48729309,3808.43816884,..
Belgium,BEL,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,1.2,..,..,1,..,0.7,..,..,0.7,..,..,0.7,0.2,0.5,0.4,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.2,0.2,0.2,0.4,0.2,..,..
Belgium,BEL,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,1,..,..,0.7,..,0.5,..,..,0.7,..,..,0.5,0.1,0.3,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,..,..
Belgium,BEL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,1,..,..,0.4,..,0.5,..,..,0.3,..,..,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Belgium,BEL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8,21,21.6,20.8,21.2,21.1,20.9,20.6,20,19.5,..
Belgium,BEL,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2,22.9,22.6,21.5,22.3,22.7,21.1,21.5,22.4,22.2,..
Belgium,BEL,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.39449882507324,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Gini index (World Bank estimate),SI.POV.GINI,..,..,25,..,..,28.4,..,26.8,..,..,33.1,..,..,28.1,30.5,29.3,28.1,29.2,28.4,28.6,28.4,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,..,..
Belgium,BEL,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3147.24333466631,3442.30165981095,3794.10287480428,3964.86098042413,3891.31725255084,3816.42468693277,3749.61527894854,3743.83633425871,3737.57694779095,3917.15496007343,4278.01687463302,4342.08872590695,4420.72442859483,4707.02739042172,4806.05551981113,4773.62388538477,4874.46835576616,4773.33409814765,4814.47703217125,4704.83474051575,4728.77362202713,4706.07299068839,4709.31061631799,4663.92151063062,4747.06709912106,4770.23265563888,4671.91498264102,4663.28151591111,4707.40141641118,4701.0433064517,3968.49188285071
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,590278076.390006,657947770.049626,737285247.043466,783555651.256318,784796972.177201,789854886.056981,801142800.500145,829540535.763373,860569617.074972,936117775.203388,1057996353.26549,1107527887.13963,1159940620.64571,1268204975.74654,1328951248.1161,1354744911.42443,1420117861.8322,1427374868.70319,1477187471.96485,1480399775.27698,1524863986.02698,1554114720.15297,1591751697.6261,1612350313.67558,1677452112.54801,1721700991.46912,1721128807.68997,1752344611.6415,1803268967.98605,1835056955.71673,1577955710.95098
Belize,BLZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.99033976,4.63241482,4.71499634,4.62012959,4.48231363,4.49777079,4.56418276,5.32664824,5.68234491,5.85314894,5.68149519,5.72256994,5.46800852,5.65393209,6.19277191,5.9350915,6.14959431,5.79241371,5.81922674,5.96689224,..
Belize,BLZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.581,73.419,73.171,72.861,72.516,72.18,71.898,71.701,71.611,71.635,71.762,71.965,72.204,72.448,72.691,72.937,73.204,73.515,73.88,74.293,74.744,75.215,75.683,76.129,76.537,76.896,77.199,77.453,77.666,77.843,..
Belize,BLZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.089,68.774,68.373,67.914,67.431,66.972,66.587,66.308,66.153,66.131,66.225,66.401,66.616,66.838,67.061,67.303,67.602,67.985,68.461,69.011,69.594,70.152,70.637,71.014,71.274,71.424,71.495,71.533,71.579,71.65,..
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.242,70.996,70.662,70.268,69.845,69.439,69.1,68.858,68.734,68.734,68.847,69.04,69.272,69.511,69.749,69.998,70.286,70.636,71.059,71.541,72.057,72.57,73.044,73.452,73.782,74.034,74.219,74.365,74.496,74.623,..
Belize,BLZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.2,29.5,28,26.6,25.3,24.2,23.2,22.3,21.4,20.7,20,19.4,18.9,18.5,18.2,17.9,17.6,17.3,17,16.6,16.2,15.7,15.2,14.6,13.9,13.2,12.5,11.8,11.1,10.6,10
Belize,BLZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,46.94732666,51.50496292,52.26268768,50.56510162,50.91133881,53.10925674,56.93388748,59.93031693,66.06208038,64.25035858,66.5559845,65.38774109,65.79531097,66.67019653,62.86966324,67.95101929,68.8132019,68.64944458,68.60220337,69.86820221,..
Belize,BLZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,1.87335801,2.38592339,2.46418405,2.33617306,2.28200603,2.38873291,2.59856677,3.19227767,3.75387549,3.76066899,3.78137493,3.74185967,3.59769273,3.76948786,3.89337468,4.03295517,4.23173332,3.97645974,3.99211764,4.16896009,..
Belize,BLZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,62.30260423,81.10135892,86.77960635,85.14881971,86.65720158,92.62862872,107.79454963,135.58038826,165.10675283,155.31262203,161.2980444,165.31682625,161.89618121,172.00199586,183.66950556,192.69036359,203.71819761,193.97157895,196.18195147,205.00211731,..
Belize,BLZ,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,48.9,52.2,..,57.7,57.8,56.1,51.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,24.7,26.3,..,31.3,34.8,33.1,27.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,10.1,9.7,..,13.3,16,14.2,13.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,66,..,..,..,..,..,..,71,..,..,..,..,82.2,..,..,..,..,67.4,..,..,..,..
Belize,BLZ,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.09999990463257,..,..
Belize,BLZ,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,60.3,60.9,..,56.6,60.4,54.9,53.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3456198504695,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6161594292528,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1895386619671,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.2756592912596,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,795.071652677457,801.150911474166,796.642875485553,814.131301806433,802.606190034558,823.549283721719,832.556413755814,854.042875883077,861.987074911252,881.619417821179,905.826269477766,925.716073006309,939.661663938261,942.918587867681,955.534214100597,943.629311658903,952.831227239232,981.455745386847,1000.85148547198,995.694206530851,988.610785491437,989.767354468482,1008.76630305255,1051.55191568071,1087.7199573567,1076.79669785585,1082.4512883575,1112.81709413435,1155.31316796067,1201.56138386125,1214.65958680899
Benin,BEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3958255477.06654,4125523414.03257,4247544466.72825,4495438471.19399,4586264330.18832,4863513119.58136,5073825240.77247,5364793307.03368,5577293421.1214,5875201725.54095,6219354251.61579,6551040853.89379,6855207703.09519,7091272043.49982,7405393025.88227,7532259594.99787,7829312241.28345,8298002221.53926,8704320296.77356,8906198913.18118,9094481722.87524,9364019690.4087,9814543589.03926,10520349986.3078,11189200078.4152,11388160958.249,11768488343.5155,12435944687.8335,13268812169.9892,14179807326.7156,14725558673.4836
Benin,BEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.10270309,3.24910021,3.04335403,3.0376544,3.0760572,2.93478322,2.97331023,2.8938241,2.69675088,2.82528329,2.99710441,3.09628272,3.41449857,2.85861206,2.66743827,2.90741682,2.73950028,2.61910868,2.50416446,2.38842916,..
Benin,BEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,55.795,56.227,56.54,56.739,56.833,56.848,56.818,56.785,56.789,56.854,57.001,57.241,57.559,57.933,58.351,58.793,59.235,59.66,60.052,60.404,60.717,60.997,61.262,61.527,61.799,62.082,62.379,62.687,63.003,63.324,..
Benin,BEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,51.732,52.402,52.905,53.238,53.41,53.455,53.425,53.389,53.403,53.499,53.701,54.016,54.415,54.866,55.352,55.85,56.334,56.788,57.199,57.559,57.869,58.135,58.379,58.615,58.853,59.1,59.361,59.633,59.914,60.201,..
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.812,54.366,54.776,55.042,55.174,55.203,55.17,55.133,55.139,55.218,55.391,55.668,56.025,56.436,56.887,57.355,57.817,58.255,58.654,59.009,59.318,59.59,59.842,60.092,60.345,60.608,60.885,61.174,61.47,61.771,..
Benin,BEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,104.5,102.4,100.2,98.1,96.1,94.1,92.2,90.4,88.6,86.8,85,83.3,81.5,79.8,78.2,76.5,75,73.6,72.2,70.9,69.6,68.3,67,65.7,64.4,63.2,61.9,60.6,59.3,57.9,56.5
Benin,BEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,26.01166344,28.53469849,23.84386253,21.88357353,23.7856369,23.26777649,24.19742012,20.59366989,20.87325668,26.45173454,24.17091942,25.70649338,21.86915207,26.74820328,21.56858063,20.13637733,20.98593903,31.09478951,19.60268784,22.65070915,..
Benin,BEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,0.80706477,0.92712092,0.72565317,0.66474736,0.73165977,0.68285877,0.71946436,0.59594458,0.56289971,0.74733645,0.7244277,0.7959457,0.74672192,0.7646274,0.57532859,0.58544844,0.57490981,0.81440628,0.4908835,0.54099613,..
Benin,BEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,4.13761427,4.80310303,4.17199789,4.72824725,5.84409875,5.61845783,6.15900737,5.75803293,6.33501556,8.13668494,7.50893353,8.99635359,8.5510144,9.56709618,7.42984444,6.30409164,6.25092677,9.25648525,6.09102944,6.59708499,..
Benin,BEN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,93.8,..,..,..,..,..,..,..,90.1,..,..,..,90.6,..,..,..,..,..
Benin,BEN,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,79.8,..,..,..,..,..,..,..,76.8,..,..,..,76.2,..,..,..,..,..
Benin,BEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,51.4,..,..,..,..,..,..,..,53.2,..,..,..,49.6,..,..,..,..,..
Benin,BEN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,32,..,..,..,..,35.1,..,..,..,..,36,..,..,..,..,..,31,..,23.3,..,..,..,46.1,..,..
Benin,BEN,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.851902663707733,..,..,..,..,..,..,..,0.962590873241425,..,..,..,0.977168142795563,..,..,..,..,..
Benin,BEN,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6,..,..,..,..,..,..,..,43.4,..,..,..,47.8,..,..,..,..,..
Benin,BEN,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1,..,..,..,..,..,38.2,..,..,..,..,..,35.7,..,..
Benin,BEN,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,17.2,..,..,..,..,35.6,..,..,..,..,..,48.3,..,..,..,..,..,36.3,..,..
Benin,BEN,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4935883219468,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,6.62698090721438,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,86436.2343083741,83812.1328015956,84371.0356555145,86444.678219915,86361.9528113298,89518.2776350258,91261.1514849131,94878.4922499734,97857.323281354,100602.927482617,109001.586029756,115619.474683728,113172.120633639,116268.816861242,118193.148720988,119396.449407765,125294.959387025,128757.880688002,125610.033442692,117886.737990193,115839.79601113,112471.34754245,106119.795030798,105492.480708055,101374.469787793,102005.62564189,102407.394383438,107237.031768386,106696.068221485,107196.815145526,100411.873883691
Bermuda,BMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5127916036.5786,4946675890.08297,4943720834.23487,5092455993.93519,5122991040.76808,5348359015.58225,5487441777.63634,5739864145.64664,5963718852.73555,6165450410.7722,6739895068.97791,7226679645.63174,7119884453.30351,7362722827.73814,7533631299.4758,7659759815.30576,8084406664.52899,8354841362.08309,8198943712.90485,7737613934.72433,7543950875.42882,7261600082.73073,6876350478.40565,6857116738.50431,6603330213.03728,6654541000,6610806937.02849,6849550930.14215,6819905984.64909,6851270046.39601,6416619976.78948
Bermuda,BMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,78.25,..,..,..,..,..,..,..,..,80.6,80.6,80.7,81.1,81.2,81.4,81.5,81.7,81.9,82.1,82.08,85.03,85.55,84.46,84.69,84.91,85.13,85.35,85.57,85.79,..
Bermuda,BMU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,70.01,..,..,..,..,..,..,..,..,75.3,75.3,75.6,75.7,75.9,76.1,76.4,76.3,76.7,76.806,76.63,77.46,77.99,76.87,77.09,77.3,77.51,77.72,77.92,78.13,..
